epe_nas,fisher,flops,grad_norm,grasp,jacov,l2_norm,nwot,params,plain,snip,synflow,zen,clean,fgsm,pgd,apgd,square,isomorphTo,hessian,jacob_fro
148.58328809884517,0.0384182557463645,19.254592,13.40924072265625,3.861117362976074,-76.09251620994081,133.965576171875,752.6068528604844,0.135156,0.0829165652394294,31.196325302124023,46.801169910600514,63.46961975097656,0.519,0.119,0.074,0.034,0.248,0,980.1039428710938,538.9644165039062
227.60375864047296,0.0254820883274078,85.241152,13.362378120422363,2.76057243347168,-65.23923471629702,184.25244140625,784.3860582200873,0.593236,0.0489517375826835,24.916412353515625,87.60795343482759,115.81095123291016,0.706,0.178,0.045,0.012,0.227,1,103.6415557861328,617.7855224609375
162.42225487987773,0.1570557206869125,49.421632,26.52747917175293,2.998027801513672,-66.09233787849973,133.82040405273438,761.5119381631077,0.350196,0.1759162545204162,54.92398834228516,54.15111601240778,50.41497039794922,0.545,0.183,0.151,0.098,0.318,2,893.4189453125,323.1959228515625
177.8774391093698,0.1179915443062782,83.950912,30.107894897460938,8.050945281982422,-65.20958364906039,184.6993408203125,787.6105570845654,0.593236,0.043784812092781,61.88713836669922,62.52449069257747,92.76619720458984,0.58,0.159,0.132,0.077,0.303,3,858.660400390625,583.93017578125
-100000000.0,4.288109266781248e-05,46.349632,0.0,0.0,-100000000.0,82.69452667236328,552.0191404547552,0.322196,0.0,0.0,0.0,-100000000.0,0.6,0.134,0.077,0.031,0.262,4,661.695068359375,704.424560546875
217.37586325225223,0.0196477156132459,48.131392,8.624731063842773,2.2257168292999268,-65.16040415825208,133.6167449951172,762.6387192887669,0.350196,0.059393398463726,18.146852493286133,66.5427213830236,68.9168701171875,0.664,0.156,0.07,0.026,0.28,5,190.88568115234372,757.8634033203125
71.35238760378223,0.0421421974897384,9.239872,7.429069519042969,1.796735763549805,-331.0904536091834,31.675745010375977,608.7114134118181,0.079156,0.2548345923423767,17.33584976196289,17.066926127386335,8.126110076904297,0.683,0.162,0.04,0.013,0.226,6,118.51695251464844,568.3246459960938
145.2093015705455,0.1881560534238815,26.688832,36.91099548339844,50.92351150512695,-75.26424982924127,235.6831970214844,803.2584112851075,0.191156,-0.0023774616420269,78.97441864013672,58.07516113744815,66.874755859375,0.673,0.136,0.039,0.011,0.226,7,190.1964569091797,1533.39306640625
118.8219767060778,8.62513542175293,92.675392,208.01475524902344,339.4898681640625,-65.14082956653796,286.78857421875,820.4503015870978,0.649236,0.071653813123703,444.0426025390625,79.05236603104322,102.2297134399414,0.681,0.156,0.037,0.011,0.217,8,162.8191680908203,995.4951171875
182.31939949646508,1.3856202363967896,21.036352,88.88796997070312,123.244384765625,-64.99573731347243,184.44387817382807,788.6814665608949,0.163156,0.0275014638900756,126.64640808105467,62.87807535450828,53.51572799682617,0.578,0.148,0.117,0.06,0.303,9,639.8692016601562,621.1199340820312
